,0,1,2
2466,George Will,"Sen. Robert Bennett, R-Utah, cast votes for TARP, the stimulus, and an individual mandate for health care.",Mostly False
2467,Harry Reid,"On Sandra Day O'Connor: ""I think one reason she was a good judge is she had no judicial experience"" before she joined the Supreme Court.",False
2468,George Will,"Greece ""has a GDP the size of the Dallas-Fort Worth Metroplex.""",True
2469,Joe Lieberman,"The president can ""authorize the killing of a U.S. citizen who fights for a foreign terrorist organization.""",Mostly True
2470,Keith Olbermann,"The Treaty of Tripoli signed by President John Adams was ""his outreach to Muslims.""",Half-True
2471,John Barrasso,"On military recruiters at Harvard, Elena Kagan ""took a position and the  Supreme Court ruled unanimously that she was wrong.""",True
2472,Rudy Giuliani,Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.,Half-True
2473,Michael Bloomberg,"""We can prevent terror suspects from boarding an airplane, but the FBI doesn't have the power to block them from buying dynamite or an AK-47.""",True
2474,Darrell Issa,"Royalties foroil and other energy sources are the ""second-largest revenue source to the federal government after the IRS.""",False
2475,J.D. Hayworth,"""Up until two weeks ago, John McCain was a leading proponent of amnesty. Now with me challenging him, suddenly he has changed.""",Pants on Fire!
2476,Mike Pence,"""This administration and this Congress have been systematically cutting funding to border security since the Democrats took control.""",False
2477,Kyrsten Sinema ,"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly.""",Mostly True
2478,Jan Brewer,"Late changes to the Arizona immigration law ""lay to rest questions over the possibility of racial profiling.""",Mostly False
2479,Katrina vanden Heuvel,"""At the moment, energy companies spend 0.25 percent on R&D.""",True
2480,Janet Napolitano,"Numbers on illegal immigrants ""are down in terms of apprehensions, which indicates fewer illegal crossings, but also up in terms of actual enforcement actions.""",Mostly True
2481,Lamar McKay,"A letter from BP to the Minerals Management Service ""actually recommends  improvements and specific recommendations around safety regulations  should they choose to change them.""",Mostly False
2482,Bill Maher,"""Brazil got off oil in the last 30 years.""",False
2483,Rush Limbaugh,"Alaska's Prince William Sound ""is pristine now.""",False
2484,Ann Kirkpatrick,"Members of Congress ""have not reduced their salaries ... since the Great Depression,"" meaning they've gone ""eight decades without a pay cut.""",Half-True
2485,Tim James,"Says a Bureau of Labor Statistics report attributed a sharp increase in  work-related fatalities to ""increasing numbers of employees and drivers  could not read or understand warning signs in English.""",False
2486,Arlen Specter,"""Congress can tell [the Supreme Court] which cases they ought to hear. We have that authority.""",True
2487,Alfredo Gutierrez,"The new Arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""",Mostly True
2488,John Huppenthal ,"Under the new Arizona immigration law, police can't stop someone to check their immigration status unless they think they see something illegal.",False
2489,George Will,"""What the Arizona law does is make a state crime out of something that already is... a federal crime.""",Mostly True
2490,Ed Whitacre,"GM has ""repaid our government loan, in full, with interest, five years ahead of the original schedule.""",Half-True
2491,Sherrod Brown,"""Fifteen years ago, the assets of the six largest banks in this country totaled 17 percent of GDP ... The assets of the six largest banks in the United States today total 63 percent of GDP.""",True
2492,Bill O'Reilly,"""We researched to find out if anybody on Fox News had ever said you're going to jail if you don't buy health insurance. Nobody's ever said it.""",Pants on Fire!
2493,Sherrod Brown,"The financial services bill will end ""too-big-to-fail.""",Mostly False
2494,Bob Corker,"The Banking Committee voted a 1,336-page bill ""out of committee in 21 minutes with no amendments, with the understanding that before the bill came to the floor, we would reach this bipartisan agreement.""",Mostly True
2495, House Natural Resources Committee Republicans,"""Obama did not open new lands to offshore drilling  all of these areas were already open for drilling once Congress and President Bush lifted the moratorium in 2008. Instead, President Obama yesterday announced what areas he would CLOSE to offshore drilling.""",Mostly False
2496,Lamar Alexander,"""No member of the American public has ever been killed by commercial nuclear power  a record unmatched by other fuels.""",True
2497,Barack Obama,"""The vast majority of the money I got was from small donors all across the country.''",False
2498,Paul Ryan,"In 2004, ""20 percent of U.S. households were getting about 75 percent of their income from the federal government. ... Another 20 percent were receiving almost 40 percent.""",Mostly False
2499,Harry Reid,"The financial services regulatory bill ""will end taxpayer bailouts.""",Mostly False
2500,Mitch McConnell,"New financial regulation ""actually guarantees future bailouts of Wall Street banks.""",False
2501,Bill Clinton,"""Dubai is the only country with huge amounts of imported workers that's actually passed legislation to give these immigrant workers a better deal in the Middle East.""",Mostly False
2502,Bill Clinton,"Passage of Clinton budget bill in 1993 ""led to an enormous flowering of the economy in America.""",Half-True
2503,Bill Clinton,"""I never had a filibuster-proof Senate.""",True
2504,Richard Shelby,"""The bill reported out of committee sets up a $50 billion slush fund that, while intended for resolving failing firms, is available for virtually any purpose that the treasury secretary sees fit.""",False
2505,Steve Cohen,"""The fact is, in the past year we have had more tax cuts than almost any time in our nation's history.""",Half-True
2506,Sarah Palin,"""Americans now spend 100 days out of the year working for government before we even start working for ourselves.""",Mostly True
2507,Newt Gingrich,"When the United States ""first created the federal income tax, frankly, nobody below a million dollars a year paid anything.""",False
2508,Jeffrey Toobin,"""A filibuster has never really been successfully used against a Supreme Court justice.""",False
2509,Julian Assange,"""The permission to engage was given before the word RPG was ever used.""",Half-True
2510,Stephen Colbert,John Paul Stevens is the only Protestant on the U.S. Supreme Court.,True
2511,Hillary Clinton,"""I don't answer hypotheticals.""",Half-True
2512,Charles Schumer,"""No one questioned that she (Judge Sotomayor) was out of the mainstream.""",False
2513,Robert Gates,"""The video doesn't show the broader picture of the firing that was going on at American troops.""",Mostly True
2514,Jon Kyl,Says he did not say Republicans would filibuster immigration reform.,False
2515,Robert Gates,"""The policy of the Bush administration was also not to add new nuclear capabilities.""",Half-True
2516,Jon Kyl,"""President Obama himself attempted to filibuster Justice Alito, who  now sits on the Supreme Court.""",True
2517, Chain email,"Obama said troops ""whine about bearing the costs"" of going to war.",Pants on Fire!
2518,Patrick McHenry,"""Early census returns are showing that conservatives have been measurably less likely than liberals to return their census forms.""",False
2519,Patrick McHenry,"""The most private question on this years form asks for an individuals race, and that question has been asked by every census since the 1790 census conducted under then-President George Washington.""",Mostly True
2520,Patrick McHenry,"""This census is also the shortest and least intrusive count in modern history.""",Mostly True
2521,Lawrence Summers,"On financial reform, there is ""a million dollars being spent, per congressman, in lobbying expenses on this issue. (The) industry has four lobbyists per member of the House and Senate working on this.""",Mostly True
2522,John McCain,"""I never considered myself a maverick.""",Pants on Fire!
2523,Gil Kerlikowske,"""More people are driving under the influence of drugs than are driving under the influence of alcohol. A recent roadside survey showed that 16 percent of the people tested, tested positive for illicit or licit drugs. That's significantly higher than alcohol.""",Half-True
2524,Barack Obama,On recess appointments.,Half Flip
2525,Barack Obama,"""A lot of the ideas in terms of the (health insurance) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the Heritage Foundation.""",Mostly True
2526,Barack Obama,On oil drilling,No Flip
2527,Lindsey Graham,"""The average student will be spending $1,700 to $1,800 more during the life of their loan because of this surcharge.""",False
2528,Michele Bachmann,"""The New England Journal of Medicine released a survey the week that President Obama signed Obamacare stating that over 30 percent of American physicians would leave the profession if the government took over health care.""",False
